#  id  gal_type   ra          dec       redshift  log_luminosity  color      radius     b_over_a   pos_angle   bulge_fract   sersic_n    r_bulge     r_disk
  536     4    192.76494    27.36997     0.02771    10.24867     0.64499     6.20706     0.62312   -56.56390     0.12135     1.00000     1.30626     6.80255
  541     4    165.04745    45.73783     0.03746    11.06589     0.58007    16.62103     0.45043    29.06650     0.11878     2.03650     1.88538    18.88005
  542     1    118.54070    48.70890     0.08007    10.89787     0.44366     6.87412     0.64361     2.06680     0.90246     6.72210     6.83126     7.68141
  546     4    163.51806    43.53277     0.03684     9.69092     0.58669     4.22579     0.22181    25.10530     0.08120     1.27400     3.16024     4.71196
  547     4    168.37510    23.17701     0.02069     9.93255     0.64290     5.87597     0.48892     9.24690     0.09507     1.00000     1.05240     6.27732
  561     3    195.03639    28.15986     0.02487     9.75766     0.70675     3.49811     0.90203    54.14720     0.59467     1.83400     2.25062     6.11942
  564     4    207.12615    35.27275     0.02124     9.35202     0.77867     4.48451     0.54663    -8.57000     0.19008     0.43900     3.19097     5.35468
  565     4    118.58490    32.77462     0.01773     9.41053     0.71604     5.72920     0.12877    44.22710     0.33863     0.83400     4.83900     6.37269
  567     4    260.30627    29.18589     0.04716    10.21093     0.50686     5.63171     0.38820   -28.61310     0.14885     3.04500     1.12841     6.50419
  570     1    244.50176    41.39219     0.06115    11.09493     0.46633    15.22287     0.60659   -84.55890     0.76583     3.82740     9.53730    39.24151
  571     4    228.30828    47.10232     0.02892    10.21748     0.53880     4.69784     0.35513   -25.10770     0.09464     0.66230     0.47516     5.19716
  573     4    171.50907    45.43390     0.03429     9.47669     0.57362     3.85027     0.34350    56.01170     0.15337     1.13300     4.56678     4.98376
  578     4    166.80872    23.01924     0.07379    10.78110     0.53193    10.95593     0.38825   -33.35400     0.11196     1.00000     1.05643    12.11718
  579     4     49.51165    -0.53896     0.02103     9.94948     0.48908     4.28014     0.26857   -42.15440     0.16512     2.32100     2.49058     4.87175
  582     4    235.47432    45.30576     0.03721     9.65752     0.61753     3.06713     0.69643   -51.83020     0.01458     0.64460     0.00142     3.01062
  583     4    243.62893    46.93419     0.04672    10.15387     0.71010     8.25524     0.41632   -25.86680     0.22930     1.68590     3.59300     9.73511
  588     4    136.74835    41.44060     0.02611     9.80424     0.63107     4.58723     0.42098   -15.53950     0.14016     1.36600     2.63303     4.93615
  590     1    171.01332    47.97076     0.14040    11.11032     0.33789    17.14872     0.87382   -73.19310     0.79693     6.16880    12.14526    44.95287
  593     2    246.32962    23.99030     0.10488    10.72420     0.38169     6.00526     0.32532   -49.25630     0.30296     1.33100     0.96797     8.83310
  598     4    244.44639    25.68201     0.04786    10.19545     0.50578     8.32908     0.16598    56.36990     0.14977     1.00000     1.84637     9.42745
  600     2    116.38969    45.77233     0.03165    10.65956     0.44942     6.64092     0.84951    86.82670     0.20126     2.63600     3.56896     7.39238
  603     4    118.59263    27.00880     0.02660    10.33529     0.65019     4.69197     0.82036   -64.64250     0.56317     1.00000     3.85733     5.50115
  605     1    132.59502    55.37874     0.03073    10.98386     0.43665     9.48051     0.81423    62.56810     0.84347     5.18410     8.77636    25.02311
  607     4    118.05347    30.35774     0.01435     9.32536     0.62543     6.49178     0.40179   -60.70850     0.06242     0.52840     1.79766     6.93143
  608     4    196.78424    28.63330     0.03926     9.87980     0.66520     2.14625     0.56228    11.94570     0.82170     1.81760     2.05894     5.89156
  610     3    242.81922    45.12132     0.05464    10.41927     0.52162     7.19361     0.65961    51.92030     0.18723     1.43230     0.62229     9.03802
  611     4    265.10878    56.70125     0.06923    10.67706     0.59456     8.94657     0.47548   -60.21300     0.12037     0.22750     0.58441    10.19288
  614     4    254.01468    39.64550     0.01565     9.64038     0.60287     3.39216     0.27713   -26.75190     0.09149     0.47100     3.87399     3.44299
  615     3    224.36159    45.82142     0.03838     9.58706     0.48538     2.40736     0.48921   -21.75590     0.42561     0.66760     1.86533     3.74021
  617     4    196.23242    47.50364     0.03923    10.83017     0.57735     9.97279     0.53781   -48.35060     0.11117     1.00000     1.41117    10.77619
  619     4    228.59402    30.88335     0.06615    10.61712     0.50720     8.38348     0.47381    22.95050     0.46673     1.23080     4.97300    13.87971
  621     4    258.96006    57.36675     0.02999    10.50568     0.46906     8.10199     0.29679   -18.03860     0.08679     0.76600     0.55948     8.90630
  622     4    238.94851    44.66854     0.03985     9.94637     0.65025     5.59821     0.69566   -53.46940     0.02957     1.00000     0.31388     5.73445
  624     1    118.62567    51.12145     0.09837    11.08665     0.47678    13.67106     0.82121    77.91810     0.67984     5.84930     6.65736    34.31577
  626     4    164.02890    43.15657     0.03787     9.79303     0.82194     3.87608     0.74957   -64.33350     0.24329     1.00000     1.84838     4.65948
  628     4    249.53768    39.91780     0.02937    10.72695     0.50454     9.00194     0.40906    32.20890     0.05521     1.18550     0.38525     9.51104
  629     1    199.37550    47.78318     0.02682    10.60117     0.49174     8.25479     0.79842    37.80600     0.63788     7.53270     5.99566    12.91910
  630     1    248.39847    25.81875     0.14412    11.49626     0.25100    41.11132     0.72120   -19.11910     0.93705     5.93330    45.40384    25.80186
  632     4    240.36585    42.38819     0.03552    10.47517     0.56771     8.02984     0.69218    43.99920     0.08264     1.05700     0.50171     8.80546
  634     3    118.08298    34.57497     0.07519    10.70719     0.44297     8.12455     0.50210   -66.40490     0.24811     1.00000     1.12213    10.47821
  635     4    245.50311    49.52079     0.04959    10.75597     0.59687    10.02517     0.82134    35.51660     0.12310     1.00000     1.14859    11.09195
  636     1    222.50077    54.08451     0.14128    11.16200     0.49182    15.82938     0.92836    32.89770     0.69288     5.76330    13.05150    20.96960
  638     4    129.54557    24.89530     0.02864    10.77041     0.48689     5.97748     0.66207   -14.67420     0.36987     1.97500     2.11862     9.45922
  639     4    206.47067    26.77516     0.02986    10.34488     0.57893     7.00663     0.45677   -85.86890     0.67248     1.00000     5.81132     9.41315
  640     4    128.02643    29.23625     0.07841    10.83100     0.52814     9.70834     0.42661   -34.06150     0.21649     1.91860     1.54223    12.64556
  645     3    258.19022    36.27886     0.11700    10.98250     0.39872    12.38376     0.49544   -34.41030     0.51146     2.75800     5.28397    22.41985
  646     4    194.55753    28.18258     0.02393    10.08394     0.53658     4.97530     0.41440   -34.89300     0.22798     1.31300     1.22005     6.59233
  647     2    317.44667     0.36140     0.04730    10.15216     0.44062     3.51519     0.62134   -74.09330     0.39421     5.79330     1.02226     5.25055
  650     3    237.52204    45.33803     0.03911     9.61173     0.57030     1.75596     0.50496    60.02830     0.18202     1.80600     1.20849     1.85679
  652     1    118.65443    39.17993     0.09596    11.02497     0.44608     6.26716     0.87782    89.50500     0.42243     1.76800     1.38877    14.96853
  656     4    245.60101    47.73173     0.02148     9.74493     0.65764     4.81048     0.80610   -87.80390     0.04758     1.00000     0.84006     4.97118
  658     4    194.57599    29.12879     0.02631    10.31389     0.54150     4.20478     0.51899   -72.27920     0.18134     1.83300     0.30469     5.26784
  660     4    114.04749    32.51515     0.01383     9.16625     0.87383     3.72673     0.85933    17.16830     0.15285     0.20420     3.32065     4.14561
  661     4    118.32869    50.18554     0.01826     9.68537     0.57988     3.94746     0.95758    68.12480     0.04299     1.00000     1.40414     4.08874
  663     4    134.27380    51.81413     0.01722     9.68299     0.67351     6.14801     0.44913     5.28410     0.14953     1.00000     1.30535     7.92362
  664     4    234.67930    30.67129     0.05620    10.54714     0.55459     8.40918     0.40510    21.84100     0.12152     1.00000     1.29117     9.29585
  665     4    118.43297    47.24800     0.04362    10.01109     0.61554     6.47203     0.83692    25.17900     0.05017     1.00000     0.84553     6.72826
  667     2    226.21185    42.73448     0.02819    10.22533     0.49863     6.01672     0.50593    15.13350     0.29292     0.76470     2.11793     8.72542
  669     3    119.34470    52.71272     0.04044     9.69961     0.51132     3.42987     0.46014    56.68390     0.29786     2.17000     4.58818     2.82615
  671     4    195.41605    36.29010     0.02512     9.84611     0.64725     6.48750     0.63675    45.92460     0.17913     1.00200     2.40836     7.91592
  672     4    242.53761    26.92315     0.03180     9.76992     0.52620     7.06260     0.15712    70.71480     0.24619     0.10350     8.50772     6.93824
  675     4    204.55436    32.82284     0.02449    10.48117     0.57707     7.55119     0.75213     8.80010     0.08241     2.29040     0.76424     8.26189
  678     4    216.19743    52.08843     0.04509    10.18550     0.64314     5.88420     0.40066   -52.85190     0.19638     0.10000     5.27415     5.95930
  681     4    201.41111    33.68043     0.03894    10.78334     0.62652     8.15578     0.82484    74.89430     0.12534     3.12320     2.70201     9.19739
  682     4    122.72707    26.69674     0.03650     9.70675     0.68629     4.63653     0.44253    -3.84900     0.07983     1.02660     2.18972     4.86620
  684     1    177.80614    55.11643     0.07930    11.15633     0.52626    19.22107     0.85067    24.89090     0.75091     4.58140    21.59492    17.59498
  687     1    223.13981    50.92284     0.13095    11.21161     0.36279    26.70077     0.48314   -20.80700     0.49827     2.33940     8.13021    55.68069
  692     4    250.53411    40.27691     0.03274    10.55756     0.58269     8.47322     0.95084    63.23510     0.03313     1.00000     0.75946     8.69857
  693     4     47.19428    -0.73312     0.03723    10.56906     0.54011     8.23503     0.63419   -55.08170     0.13101     1.00000     0.98732     9.21302
  694     3    164.11506    43.49652     0.05081    10.35607     0.49425     9.18901     0.28615    31.45430     0.38555     1.85600     4.79319    12.47487
  695     4    114.77505    29.16007     0.03888    10.83746     0.55375     6.62736     0.97803    20.06230     0.46767     1.14900     4.49389    10.08468
  696     4    125.21339    28.40589     0.01543     8.93924     0.67850     2.07966     0.34354    65.68840     0.70593     1.33470     1.56688     3.47481
  697     4    220.71679    52.28099     0.02502     9.78988     0.70848     4.27293     0.90939   -59.13390     0.07317     1.00000     1.08416     4.52066
  708     3    118.77453    40.04130     0.06873    10.71214     0.45902     8.24835     0.60661   -80.44090     0.27087     4.42480     3.45492     9.34011
  709     4    235.97961    44.30595     0.03561    10.85957     0.53021    11.25783     0.73514   -19.69100     0.23713     2.28700     1.63700    15.05358
  712     3    120.36009    44.19362     0.03135    10.49148     0.44165     6.78322     0.30741   -36.71090     0.17284     1.49130     0.90533     8.32087
  713     4    206.63098    23.12214     0.03024     9.82132     0.75420     7.60579     0.16452    74.55030     0.14312     1.00000     1.10095     8.63613
  715     4    136.01716    57.09233     0.04618    10.13539     0.57700     6.95025     0.24313     6.31070     0.13646     1.00000     1.09157     7.97871
